Sample_ID,Treatment,Variety,Sample,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,D_conv,D_stress,D_recovery,Category,Rank,MD_ref_non_target_before,MD_ref_non_target_after,MD_clip_threshold,MD_clip_scale
CK1_1099_1,CK1,1099,1,0.0322543916518913,0.1669963044103894,0.1623836488693103,0.1360510883265176,0.0694090871423007,0.1607376758201293,0.2881587689783874,0.2873180627665938,0.3152271975582753,0.3447817418062732,0.3230253591851095,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,2.996860090372173,2.996860090372173,3.515274387250304,1.0
CK1_1099_2,CK1,1099,2,0.04115686221898461,0.21034709535542342,0.15088413766372477,0.13678710979823558,0.07993655699926831,0.1673565754953532,0.32968630603945187,0.3591511424933066,0.3859569700099884,0.3794740660921734,0.36220574612698847,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,5.238253317119222,3.5152743872503045,3.515274387250304,0.6710775853015695
CK1_1099_3,CK1,1099,3,0.03405063200411,0.1773088754196509,0.1470524463868327,0.1314745358408033,0.0786447123594531,0.1627944386461627,0.2836434185942659,0.3578793725039669,0.3303739322322437,0.3320603348179411,0.3106342895183103,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,1.9015919194492956,1.9015919194492956,3.515274387250304,1.0
D1_1099_1,D1,1099,1,0.0320270225030141,0.1368734943388556,0.1382089201030709,0.1620011730270355,0.0771812560270298,0.1621011730270355,0.2972323887988119,0.3253589429434577,0.3483499581897039,0.3172921713037889,0.3011528143763446,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,2.7223928874494008,2.7223928874494008,3.134469129628454,1.0
D1_1099_2,D1,1099,2,0.0272998026292968,0.1277422760920745,0.065256758692611,0.1321820992644462,0.0602741315964227,0.1322820992644462,0.20831741487696,0.2163463822896361,0.2449415316584322,0.2468976396717273,0.2453496022975562,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,3.0050086291963956,3.0050086291963956,3.134469129628454,1.0
D1_1099_3,D1,1099,3,0.022240194838103,0.114553755933368,0.0851581542092268,0.1104877221011349,0.0777999258655973,0.1105877221011349,0.1742556640288234,0.1722829486700864,0.1704606864869483,0.1864952992548778,0.2125632538135458,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,2.491220491864419,2.491220491864419,3.134469129628454,1.0
RD2_1099_1,RD2,1099,1,0.05525472402182564,0.17218281560538046,0.19031066639437977,0.15597436242765825,0.12957009286163307,0.19279915611931916,0.25432727544057115,0.34230436341893306,0.3708257980921449,0.36840298594840903,0.3316575513599815,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,4.347849960309499,3.4980536803124465,3.498053680312446,0.8045479288028237
RD2_1099_2,RD2,1099,2,0.045741347749831456,0.16895055337044762,0.14742365773473784,0.15133071996245467,0.10832521386342002,0.18383828616732414,0.22388760733675978,0.28117874174184676,0.29107936970440956,0.3877212398928337,0.3583448992823758,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,5.348063415014031,3.498053680312446,3.498053680312446,0.6540785717858337
RD2_1099_3,RD2,1099,3,0.058751904550383524,0.174875488424545,0.19194165375909406,0.1792730987299858,0.15151001590063373,0.2417506700321405,0.2944934386148165,0.36231131790493887,0.3719256187996939,0.3235404923742664,0.2949866810568451,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,6.021602697594091,3.498053680312446,3.498053680312446,0.580917382960201
CK1_1235_1,CK1,1235,1,0.0362364062580721,0.1745304358425281,0.1310406046272519,0.0824434975543254,0.0623887257104514,0.1148529730861743,0.2023317277136957,0.260427867455333,0.2756907377069945,0.2545198752519093,0.2588791283277568,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,3.2525735821277975,3.2525735821277975,3.515274387250304,1.0
CK1_1235_2,CK1,1235,2,0.0375341358818304,0.1268488506073218,0.115304892726222,0.1062237673713767,0.0694598100175063,0.1264227813700572,0.1920122260017478,0.2724382936163779,0.2140595437309703,0.2466509357900662,0.2194521825303969,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,3.253227341971253,3.253227341971253,3.515274387250304,1.0
CK1_1235_3,CK1,1235,3,0.03549322473267147,0.15987656875889228,0.1040249062877211,0.12039770217959828,0.06241825288857359,0.13606198210974618,0.268245465352644,0.26322138970234693,0.3023805712299779,0.3181948729950622,0.29172587405257533,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,5.329915602990868,3.5152743872503014,3.515274387250304,0.6595365947779206
D1_1235_1,D1,1235,1,0.0502919269832149,0.1532142451010895,0.1673211872856766,0.1618420454586241,0.1140728933522092,0.1775355941038383,0.2798677774265782,0.2521466142618933,0.2173409770663412,0.2376409367125859,0.2312427269649805,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,2.443901918516218,2.443901918516218,3.134469129628454,1.0
D1_1235_2,D1,1235,2,0.0295957429635171,0.1300983643618538,0.1178005893840065,0.1156441517098953,0.0608832662171597,0.1157441517098954,0.1610802534758289,0.1776978972517545,0.2191093567039574,0.2362470295784238,0.2174279152316597,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,2.782588989322956,2.782588989322956,3.134469129628454,1.0
D1_1235_3,D1,1235,3,0.0352943154082973,0.1447165381801248,0.1483689308684503,0.1588348936295456,0.0930454195244529,0.1700077488924535,0.2402901038711107,0.2605261266710924,0.2026934934898093,0.2200672121552996,0.2649034283189034,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,2.235004837684221,2.235004837684221,3.134469129628454,1.0
RD2_1235_1,RD2,1235,1,0.0302537575611256,0.1382426503211118,0.0914616963050432,0.1033112373296545,0.0603939989283767,0.1034112373296545,0.0877111944383927,0.0812091086075715,0.0988416982185109,0.1488958783995316,0.1504393339297037,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,3.2257675723884778,3.2257675723884778,3.498053680312446,1.0
RD2_1235_2,RD2,1235,2,0.0429690239554638,0.2035322585223539,0.1330813470542593,0.1466615728572022,0.0715729046769944,0.1467615728572022,0.2051756086810255,0.1846205740712901,0.1699506015034621,0.1467615728572022,0.1319468369326176,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,2.962938652258513,2.962938652258513,3.498053680312446,1.0
RD2_1235_3,RD2,1235,3,0.0462562294671382,0.1749723927019164,0.1290371081357084,0.1196381939053292,0.0938665001517024,0.1370623347902413,0.1721360468416113,0.1865967637101449,0.0829221701586541,0.1441985601636382,0.1848289810373346,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13,3.2916611625677996,3.2916611625677996,3.498053680312446,1.0
CK1_1252_1,CK1,1252,1,0.03676986373076623,0.15980986955414572,0.12661906102233603,0.11542592723983175,0.0710984528486516,0.140463020332826,0.29449696016167215,0.3372635197690892,0.34724534080831204,0.33946399652114784,0.32140397586764086,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,5.196135031297835,3.5152743872503036,3.515274387250304,0.6765171355395466
CK1_1252_2,CK1,1252,2,0.04480053203238308,0.186628177055885,0.14596071235181424,0.1197730393554024,0.07039155869634114,0.16614835808425818,0.3248244994122772,0.3733771933771207,0.3756290482681524,0.39028494285157683,0.3664739946123253,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.9973529170457236,3.5152743872503045,3.515274387250304,0.8794005583695863
CK1_1252_3,CK1,1252,3,0.05060289286597595,0.18041125460729152,0.15057799133936578,0.13905978821231488,0.07794529842580825,0.16346353255184037,0.31536818716263876,0.39166468278374694,0.3786964821828604,0.4057030138069536,0.3881380940218261,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.701674086783842,3.515274387250304,3.515274387250304,0.9496444864773362
D1_1252_1,D1,1252,1,0.04686494803482119,0.19194847685406824,0.16106174690324804,0.1388273070142041,0.10392157790380856,0.1896359909443496,0.371412771877068,0.460325335073796,0.5202016167149465,0.5174122007453288,0.46895298525879636,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.561064134080311,3.134469129628453,3.134469129628454,0.8802057507560082
D1_1252_2,D1,1252,2,0.041707107156866485,0.19000024075054528,0.15371119594844712,0.1267280871265542,0.08530708696989044,0.1858026511059598,0.3460351797623195,0.41421893467825166,0.4796338619903998,0.469295829522571,0.46074107908210604,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,4.368519595822836,3.134469129628454,3.134469129628454,0.717512892153585
D1_1252_3,D1,1252,3,0.03926275050033704,0.18951620168174113,0.17615899036330135,0.14009614445734114,0.09408967644205869,0.20596644921319787,0.36783014159103944,0.4514716183822488,0.5211428465545171,0.5095056183357642,0.48025272917489803,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.450410973711473,3.1344691296284544,3.134469129628454,0.9084335615408814
RD2_1252_1,RD2,1252,1,0.0479344357717601,0.1908790885651826,0.1824241685317866,0.1655140024329346,0.1287086373224641,0.2233255307439906,0.3189440366346096,0.4129954704741501,0.3780336404440854,0.3806248135185277,0.3365303865788247,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.4094456868279126,3.4094456868279126,3.498053680312446,1.0
RD2_1252_2,RD2,1252,2,0.04548053770683927,0.2032079318887594,0.1902683178200977,0.1505793195264866,0.12345110558031094,0.2020988964496378,0.30523898873451727,0.3550162764043371,0.3958302160414163,0.4001312052848093,0.3746708647303689,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.6324366288532257,3.4980536803124442,3.498053680312446,0.9630047369654443
RD2_1252_3,RD2,1252,3,0.04431556442950823,0.1845755809511169,0.157552720551311,0.1652968735030881,0.11732343593204213,0.2006060995797602,0.2911404977159071,0.342309367393691,0.384218299578166,0.41287130689101303,0.38335219046716595,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1,3.4983362801203057,3.4980536803124473,3.498053680312446,0.9999192187985284
