Sample_ID,Treatment,Variety,Sample,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,D_conv,D_stress,D_recovery,Category,Rank
CK1_12_1,CK1,12,1,0.04310355067044,0.1864005714040013,0.1971068559192101,0.1534773122462888,0.085850579546513,0.1701317857820097,0.318089231281054,0.3800667292114657,0.3566121679905334,0.3784086828821867,0.3260408214235703,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
CK1_12_2,CK1,12,2,0.0417178723155777,0.1780428710461944,0.1568067449516602,0.1524280649099858,0.0859626667109682,0.1807997225385528,0.2830196685164615,0.3240028464919388,0.3407407728523829,0.3317618697644905,0.3087111417634962,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
CK1_12_3,CK1,12,3,0.0341313821397218,0.1738782489648488,0.1165025848961799,0.111067654815975,0.0693346283229141,0.1410171296968797,0.2436502135031598,0.2842102263536603,0.2710033869505475,0.3067481324079482,0.2959287732975494,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
D1_12_1,D1,12,1,0.0431416427976883,0.1977674130699466,0.2011903306349816,0.1944889612272476,0.1187699735857205,0.1945889612272476,0.3160700711675018,0.3306537645445307,0.2899118253244378,0.3173210109263843,0.3084086778593046,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
D1_12_2,D1,12,2,0.0430023971395452,0.2027253820565947,0.2033137742364287,0.201626422688826,0.1150994423900515,0.201726422688826,0.2783621193257798,0.2604758189699946,0.2439198494358187,0.2672125984100008,0.2960097481855981,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
D1_12_3,D1,12,3,0.0452239454177958,0.1839086115510883,0.1808436564299225,0.1774195769765563,0.1089287446531363,0.1807179415149564,0.2534223281288033,0.2908979240466331,0.2773354821618059,0.2764416133581111,0.2523255400242502,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
RD2_12_1,RD2,12,1,0.0562267677957722,0.2083616604170656,0.1944286447531118,0.1993141137807988,0.1364340565038369,0.2167519583956768,0.2778092085843928,0.2972398789934724,0.3223000815523339,0.3149894093780087,0.2840237166608388,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
RD2_12_2,RD2,12,2,0.0395571824116568,0.1566274617755954,0.1460357873837777,0.1500204224632237,0.1154447722080199,0.1705583587014685,0.2456673637233723,0.2251716985852265,0.1830556422558294,0.2675868738639791,0.2725765460324957,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
RD2_12_3,RD2,12,3,0.0508110607762986,0.2057197925238761,0.2001098515289535,0.1766442380798625,0.1116718046843487,0.1767442380798624,0.2295006681318668,0.3113760690632384,0.2687917532974141,0.2589084653648086,0.2353187623347445,0.2649762862421151,0.2427274916209154,0.2872250808633149,Sensitive,9
CK1_73_1,CK1,73,1,0.0335461445107635,0.1971970849000958,0.1843522609802082,0.1638076164599538,0.091610225551328,0.2032093607433052,0.3366045319207202,0.3990777433296766,0.3569868746768616,0.3549676657306175,0.3266662636065527,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
CK1_73_2,CK1,73,2,0.0446636285659727,0.2004896333359584,0.1731130298193953,0.179517441336247,0.098613735438157,0.1993403280812494,0.3275803065868763,0.364944833579246,0.383842074795637,0.3885443873824791,0.377267487849314,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
CK1_73_3,CK1,73,3,0.0291646259913107,0.1752960673329404,0.1576794856373584,0.1232143251269907,0.0805255646195099,0.1536843859629504,0.2607129980035689,0.3153411665812898,0.2917525164873965,0.3501529096723227,0.3061119051752184,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
D1_73_1,D1,73,1,0.0397581999183538,0.159321931815064,0.1537554297460389,0.1631320343284841,0.1150864504363704,0.1751645211005882,0.2565491360110307,0.2545030822790656,0.2688431677991699,0.2710795738215683,0.2758458931147359,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
D1_73_2,D1,73,2,0.0398850326447359,0.1722125333573058,0.1335948231935406,0.1331442530210378,0.0639713262011525,0.1451767397931419,0.2765431014669777,0.2451703529386997,0.2458890460921587,0.2942420068613594,0.3107590840364462,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
D1_73_3,D1,73,3,0.0403247700996319,0.1553943435665767,0.1617837825992148,0.133022055453544,0.0855324037868117,0.1579514713193706,0.2236085340134984,0.2756635843517295,0.277209450211327,0.2677958696334242,0.2371097768080962,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_1,RD2,73,1,0.0509967980863984,0.2054525401421473,0.188912250182915,0.1862547540580958,0.1228462015856997,0.2278427233441818,0.3498148440595899,0.3721564502210197,0.3343085216307714,0.3149500983782857,0.2973003219423476,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_2,RD2,73,2,0.053977646506254,0.215415184771698,0.1925384982854975,0.2103509646537801,0.1276717768621398,0.2177749519526333,0.2896772596528519,0.3244116616759728,0.3221254958272642,0.3423776174043572,0.3400182873438978,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_3,RD2,73,3,0.0397825534103059,0.1792948389843068,0.1901912393603157,0.1395895724664178,0.1130485904076136,0.1631746517920146,0.2510556864828785,0.26563512434049,0.257995784049948,0.3117319923286044,0.2684705268305582,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
CK1_1099_1,CK1,1099,1,0.0322543916518913,0.1669963044103894,0.1623836488693103,0.1360510883265176,0.0694090871423007,0.1607376758201293,0.2881587689783874,0.2873180627665938,0.3152271975582753,0.3447817418062732,0.3230253591851095,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1099_2,CK1,1099,2,0.0425589693543534,0.2297471001804872,0.1588450945852893,0.1439358660591456,0.0830874171369702,0.1770414394347258,0.3677003457762466,0.3940240302401132,0.4353191289955791,0.4168916812533321,0.3996899032783783,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1099_3,CK1,1099,3,0.03405063200411,0.1773088754196509,0.1470524463868327,0.1314745358408033,0.0786447123594531,0.1627944386461627,0.2836434185942659,0.3578793725039669,0.3303739322322437,0.3320603348179411,0.3106342895183103,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_1,D1,1099,1,0.0320270225030141,0.1368734943388556,0.1382089201030709,0.1620011730270355,0.0771812560270298,0.1621011730270355,0.2972323887988119,0.3253589429434577,0.3483499581897039,0.3172921713037889,0.3011528143763446,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_2,D1,1099,2,0.0272998026292968,0.1277422760920745,0.065256758692611,0.1321820992644462,0.0602741315964227,0.1322820992644462,0.20831741487696,0.2163463822896361,0.2449415316584322,0.2468976396717273,0.2453496022975562,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_3,D1,1099,3,0.022240194838103,0.114553755933368,0.0851581542092268,0.1104877221011349,0.0777999258655973,0.1105877221011349,0.1742556640288234,0.1722829486700864,0.1704606864869483,0.1864952992548778,0.2125632538135458,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_1,RD2,1099,1,0.0574117571576794,0.1719544737081535,0.1982489651601638,0.155927951260832,0.1345231889135415,0.1983606047244162,0.2616116286572634,0.3675985703254135,0.4080774832619819,0.3989306927130045,0.3566506549020619,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_2,RD2,1099,2,0.0454058938714067,0.1667440111289947,0.142023784602087,0.1487738073375198,0.1078723795823342,0.1912064608011038,0.2236470962070466,0.3039169222389876,0.330001071317188,0.4643969859619807,0.4268690733500693,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_3,RD2,1099,3,0.067680333993103,0.1761399409832409,0.2166917886174039,0.1959433384465572,0.1820464883501368,0.293580273546386,0.3451014821030689,0.451858136299218,0.4833413867225705,0.3818308705010419,0.3427511019915389,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1110_1,CK1,1110,1,0.0380552887139611,0.1541540875618747,0.0958012014282502,0.1055161353787839,0.0605424840473851,0.128686134447297,0.2075585042904196,0.2268944889834001,0.1965108520643376,0.251876702846679,0.2148061480338165,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1110_2,CK1,1110,2,0.0407066685911727,0.1182196988776224,0.093447555727253,0.0671404166196401,0.0485381835440463,0.0779457257104755,0.1389736453680623,0.204070515134862,0.1866298257963548,0.1830389348558102,0.1615780351670689,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1110_3,CK1,1110,3,0.0349788478206057,0.1149670603562453,0.0560314112247396,0.0607339703746073,0.0406073236548513,0.0786146080772719,0.1554837187873015,0.1673173243715734,0.1630808183733134,0.1681506605102154,0.1884277731518479,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_1,D1,1110,1,0.0335957975572356,0.1424693044790644,0.1309381468394196,0.1362001651871088,0.0933396736779118,0.1638273887073126,0.2641008880175159,0.2558130164871988,0.2222555259584337,0.249962542885654,0.2644793457182715,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_2,D1,1110,2,0.0247170777031762,0.110189524309982,0.0749280048001993,0.0911677403225258,0.0528911570745796,0.0921984328205796,0.1201553521699018,0.1321181743533188,0.1152637782983688,0.1297360356635043,0.1406812407550448,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_3,D1,1110,3,0.0466251100946176,0.1544818117855545,0.1682824953067323,0.1423066844025117,0.0992431206362216,0.1682478031489873,0.2403949239624183,0.2826255002805656,0.2779258099712126,0.2849126068771643,0.2660920100472161,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_1,RD2,1110,1,0.0440391982752726,0.1637430995223325,0.1296430252540463,0.1383295058008456,0.0903876867808701,0.1384295058008456,0.1918247438769488,0.1788398355894432,0.1649081957043662,0.1969964302629284,0.2128757967318572,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_2,RD2,1110,2,0.0338093357119408,0.1732692147326319,0.1480063140202053,0.1469221153742625,0.0709905822910412,0.1470221153742625,0.2111879491299094,0.1866331974871545,0.1424816800346354,0.1470221153742625,0.1002281127505846,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_3,RD2,1110,3,0.0418834769965142,0.1305324041384108,0.1357327279274648,0.1264639016094477,0.0980262190994338,0.131199070276639,0.1598966363820528,0.1996782831340923,0.1362360415311166,0.2279742532074459,0.2161884027105618,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1210_1,CK1,1210,1,0.0283474752970267,0.1793449473312265,0.166382073031561,0.1557283563931399,0.0918167629117814,0.1861234618234334,0.2709975601826648,0.2867626071876236,0.3239463338949563,0.2907435382653842,0.3317477233581201,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1210_2,CK1,1210,2,0.0361490577460188,0.219801370269111,0.1773360900197978,0.157743750424739,0.0884919203878829,0.1901739995755412,0.3210457527166362,0.3952225146847353,0.3971107683360685,0.4314111153193909,0.3762410628754964,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1210_3,CK1,1210,3,0.0442218660250014,0.2351675970592533,0.1764130145410073,0.1603141754509174,0.0960534968347287,0.1943891673783302,0.3441530408985119,0.3196845305174782,0.3550860115583117,0.3866817481200961,0.3710514278278982,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_1,D1,1210,1,0.0354942661355771,0.1769579163598439,0.1421399558770717,0.1623560275627607,0.1207019321009918,0.2101860695293782,0.2821192861664544,0.3097643836095518,0.3110480237592803,0.3446771411294676,0.3082666389012066,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_2,D1,1210,2,0.0410952769554514,0.1764034182450095,0.1484595809135256,0.1411452865600041,0.1232321808428856,0.1889753285266216,0.2476979010707932,0.2460431082358442,0.2068287336089643,0.235486898260151,0.2460216588748319,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_3,D1,1210,3,0.0440079595716931,0.1982465324858477,0.1490572484049526,0.1377627067415453,0.1212087656605365,0.205633347383304,0.3198296704178694,0.3098351878770789,0.3354421528664291,0.3069058435790397,0.3293071719281767,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_1,RD2,1210,1,0.0485060935484165,0.1810169462902732,0.1825153060327212,0.1867094986050513,0.1230802089378144,0.2008399360279819,0.2616836294833002,0.3114347273446723,0.3027136073476683,0.316316421004699,0.2923753463008522,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_2,RD2,1210,2,0.0497140994275756,0.2059945788637761,0.1968903443018779,0.2008604445019662,0.1540236815886202,0.2149908819248968,0.2589592096534613,0.3135081037123969,0.3355815826661765,0.3296337878308457,0.2889654330932596,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_3,RD2,1210,3,0.0483548050269662,0.1824350432488639,0.184227528919064,0.1703455251325178,0.1289480337505561,0.2117821034025014,0.3484580044937045,0.3393679556592027,0.3064965555032887,0.3610208862824267,0.3291487519534953,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1214_1,CK1,1214,1,0.0422965572026242,0.1740842385693378,0.1555264440445184,0.1375558612416792,0.0896382786637983,0.1747222194113569,0.2959351740919985,0.3524215544762841,0.3442888597630157,0.3463382304740016,0.3002897903158726,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_2,CK1,1214,2,0.0447047965649852,0.1718983155051779,0.1571722981192948,0.1522162566367063,0.0890428600172812,0.1811041314175067,0.3059549580096317,0.331023655837578,0.3138368716568134,0.3541990746217363,0.3317183459849616,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_3,CK1,1214,3,0.0396930453004376,0.1913392618898419,0.1568731735637512,0.1339189669663863,0.0772938868054447,0.15504102295345,0.2772661177959182,0.3483332956639448,0.3297657874782246,0.3530256012645431,0.3311577555310692,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_1,D1,1214,1,0.0315791180648374,0.1284617496727922,0.079806502050718,0.0788794338478806,0.0708308358985204,0.12435276659163,0.1674143361857488,0.2255167386584111,0.2672158448780563,0.2511169079484715,0.2410460227729019,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_2,D1,1214,2,0.0604178463359921,0.1695879015721108,0.1748044228703444,0.1577757884115503,0.1261941724079788,0.2140912415912836,0.3241209740744292,0.3907672855153387,0.4465987888713875,0.4274044333025824,0.4041156963092959,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_3,D1,1214,3,0.0449220382618922,0.1492299683758076,0.1190616483329751,0.1033887254282914,0.0936076606836318,0.1480585494071452,0.2738664205820285,0.2957520872432833,0.3016792115534604,0.3339246656809513,0.3290516261873612,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_1,RD2,1214,1,0.0494455385766493,0.1897192493046145,0.0981918337503289,0.1126527052968009,0.0747927268065406,0.1127527052968009,0.139959170431216,0.1492079011854314,0.1333376590541351,0.1127527052968009,0.1111481181766965,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_2,RD2,1214,2,0.0451657052980864,0.1262409364897875,0.0784353624998768,0.0846817793990353,0.0600369638536461,0.0847817793990353,0.1042699020065281,0.1437884081134532,0.0932925241106929,0.223885244009461,0.2079880311191183,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_3,RD2,1214,3,0.0583377541282227,0.1439961869196737,0.111385827563663,0.1025088605986416,0.0809023880851363,0.1297414804271326,0.2047827552451826,0.2496604695556575,0.1956207370093568,0.1528161668132696,0.1694599959081834,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1218_1,CK1,1218,1,0.0318588725294825,0.1422113761031305,0.087421116203297,0.0850911290927556,0.0719007879345578,0.1327876019268807,0.2395446240172066,0.3036382295659782,0.2420522562884322,0.2794719059655776,0.2738468579450479,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_2,CK1,1218,2,0.0417727962734105,0.1710533429536904,0.1221744545981399,0.1199112977320955,0.0511887068066007,0.1306696202444087,0.1822496299191627,0.2500657100361215,0.2796161298321263,0.3002919669130106,0.2350284962129998,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_3,CK1,1218,3,0.0332971363228465,0.1516962628990064,0.1296311419090192,0.1013224035344271,0.0611108532687715,0.1130979372817032,0.2495754686279217,0.2685124573828025,0.2708264318239125,0.2732360661136781,0.2811873658364261,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_1,D1,1218,1,0.0443735183976669,0.1791093212875767,0.1824420016222107,0.1814915198877421,0.0956766436203742,0.181591519887742,0.2763518321762236,0.2864670675531115,0.2363607679726825,0.2984272867144209,0.3124856470315791,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
